route_id,trip_id,trip_headsign,direction_id,shape_id,route_short_name,route_long_name,route_type,route_color,route_desc
100228,770725149,Mount Baker Transit Center Central District,1.0,20048009,48,Mt Baker - University District,3,FDB71A,Mt Baker - University District
100228,770725159,Mount Baker Transit Center Central District,1.0,20048009,48,Mt Baker - University District,3,FDB71A,Mt Baker - University District
100228,770725169,University District Central District,0.0,11048010,48,Mt Baker - University District,3,FDB71A,Mt Baker - University District
100228,770725179,Mount Baker Transit Center Central District,1.0,20048009,48,Mt Baker - University District,3,FDB71A,Mt Baker - University District
100228,770725189,University District Central District,0.0,11048010,48,Mt Baker - University District,3,FDB71A,Mt Baker - University District
100228,770725199,University District Central District,0.0,11048010,48,Mt Baker - University District,3,FDB71A,Mt Baker - University District
100228,770725209,Mount Baker Transit Center Central District,1.0,20048009,48,Mt Baker - University District,3,FDB71A,Mt Baker - University District
100228,770725219,Mount Baker Transit Center Central District,1.0,20048009,48,Mt Baker - University District,3,FDB71A,Mt Baker - University District
100228,770725229,University District Central District,0.0,11048010,48,Mt Baker - University District,3,FDB71A,Mt Baker - University District
100228,770725239,Mount Baker Transit Center Central District,1.0,20048009,48,Mt Baker - University District,3,FDB71A,Mt Baker - University District
100228,770725249,Mount Baker Transit Center Central District,1.0,20048009,48,Mt Baker - University District,3,FDB71A,Mt Baker - University District
100228,770725259,Mount Baker Transit Center Central District,1.0,20048009,48,Mt Baker - University District,3,FDB71A,Mt Baker - University District
100228,770725269,Mount Baker Transit Center Central District,1.0,20048009,48,Mt Baker - University District,3,FDB71A,Mt Baker - University District
100228,770725319,Mount Baker Transit Center Central District,1.0,20048009,48,Mt Baker - University District,3,FDB71A,Mt Baker - University District
100228,770725329,Mount Baker Transit Center Central District,1.0,20048009,48,Mt Baker - University District,3,FDB71A,Mt Baker - University District
100228,770725339,University District Central District,0.0,11048010,48,Mt Baker - University District,3,FDB71A,Mt Baker - University District
100228,770725349,University District Central District,0.0,11048010,48,Mt Baker - University District,3,FDB71A,Mt Baker - University District
100228,770725359,Mount Baker Transit Center Central District,1.0,20048009,48,Mt Baker - University District,3,FDB71A,Mt Baker - University District
100228,770725369,Mount Baker Transit Center Central District,1.0,20048009,48,Mt Baker - University District,3,FDB71A,Mt Baker - University District
100228,770725379,Mount Baker Transit Center Central District,1.0,20048009,48,Mt Baker - University District,3,FDB71A,Mt Baker - University District
100228,770725389,Mount Baker Transit Center Central District,1.0,20048009,48,Mt Baker - University District,3,FDB71A,Mt Baker - University District
100228,770725399,Mount Baker Transit Center Central District,1.0,20048009,48,Mt Baker - University District,3,FDB71A,Mt Baker - University District
100228,770729309,Mount Baker Transit Center Central District,1.0,20048009,48,Mt Baker - University District,3,FDB71A,Mt Baker - University District
100228,770729319,University District Central District,0.0,11048010,48,Mt Baker - University District,3,FDB71A,Mt Baker - University District
100228,770729329,University District Central District,0.0,11048010,48,Mt Baker - University District,3,FDB71A,Mt Baker - University District
100228,770729339,Mount Baker Transit Center Central District,1.0,20048009,48,Mt Baker - University District,3,FDB71A,Mt Baker - University District
100228,770729359,Mount Baker Transit Center Central District,1.0,20048009,48,Mt Baker - University District,3,FDB71A,Mt Baker - University District
100024,770733609,Downtown Seattle South Seattle College,1.0,10125009,125,Westwood Vill - S Seattle Coll - Downtown Seattle,3,FDB71A,Westwood Vill - S Seattle Coll - Downtown Seattle
100024,770733619,Downtown Seattle South Seattle College,1.0,10125009,125,Westwood Vill - S Seattle Coll - Downtown Seattle,3,FDB71A,Westwood Vill - S Seattle Coll - Downtown Seattle
100024,770733629,Downtown Seattle South Seattle College,1.0,10125009,125,Westwood Vill - S Seattle Coll - Downtown Seattle,3,FDB71A,Westwood Vill - S Seattle Coll - Downtown Seattle
100024,770733639,Downtown Seattle South Seattle College,1.0,10125009,125,Westwood Vill - S Seattle Coll - Downtown Seattle,3,FDB71A,Westwood Vill - S Seattle Coll - Downtown Seattle
100024,770733689,Downtown Seattle South Seattle College,1.0,10125009,125,Westwood Vill - S Seattle Coll - Downtown Seattle,3,FDB71A,Westwood Vill - S Seattle Coll - Downtown Seattle
100024,770733699,Downtown Seattle South Seattle College,1.0,10125009,125,Westwood Vill - S Seattle Coll - Downtown Seattle,3,FDB71A,Westwood Vill - S Seattle Coll - Downtown Seattle
100024,770733709,Downtown Seattle South Seattle College,1.0,10125009,125,Westwood Vill - S Seattle Coll - Downtown Seattle,3,FDB71A,Westwood Vill - S Seattle Coll - Downtown Seattle
100024,770733719,Downtown Seattle South Seattle College,1.0,10125009,125,Westwood Vill - S Seattle Coll - Downtown Seattle,3,FDB71A,Westwood Vill - S Seattle Coll - Downtown Seattle
100024,770733729,Downtown Seattle South Seattle College,1.0,10125009,125,Westwood Vill - S Seattle Coll - Downtown Seattle,3,FDB71A,Westwood Vill - S Seattle Coll - Downtown Seattle
